0:0:48.98,667.236,1051.0,-103.0,-9804.69,-13506.25,20953.12
0:0:49.52,132.568,1174.0,3.0,-612.5,8781.25,-17776.56
0:0:50.5,626.709,1114.0,-95.0,-2625.0,-6332.81,10637.5
0:0:50.59,262.451,1034.0,-125.0,-1303.12,4107.81,-15421.88
0:0:51.1,622.314,1007.0,-69.0,-8851.56,-8264.06,17443.75
0:0:51.54,69.824,975.0,-100.0,2239.06,6568.75,-16895.31
0:0:52.18,578.857,1063.0,11.0,-7404.69,-6525.0,13779.69
0:0:52.61,-75.684,817.0,-111.0,1975.0,10773.44,-22187.5
0:0:53.14,619.873,988.9999,-6.0,-5984.38,-7029.69,13900.0
0:0:53.68,229.004,891.0,-97.0,2957.81,8343.75,-18501.56
0:0:54.21,721.68,903.0,-31.0,-9675.0,-9993.751,16510.94
0:0:54.74,181.885,913.9999,-102.0,5059.38,9914.06,-16034.38
0:0:55.27,621.826,958.0,-89.00001,-10939.06,-16154.69,12935.94
0:0:55.81,179.443,1157.0,-119.0,-1754.69,12151.56,-16709.38
0:0:56.23,717.529,1000.0,-3.0,-6301.56,-368.75,21631.25
0:0:58.66,-242.188,281.0,-971.9999,-779.69,-200.0,-640.62
0:0:59.29,-281.006,178.0,-967.9999,282.81,-76.56,776.56
0:0:59.41,-267.578,200.0,-942.0,-245.31,437.5,-453.12
0:0:59.52,-289.062,211.0,-969.0,-243.75,-15.62,235.94
0:0:59.84,-271.484,221.0,-959.0,32.81,85.94001,276.56
0:1:0.93,-49.316,699.0,-432.0,-907.81,12729.69,-8821.879
0:1:1.40,1061.035,874.0,227.0,-8765.62,-5893.75,23859.38
0:1:1.80,-155.762,942.0,-59.0,1692.19,11587.5,-16010.94
0:1:2.85,50.781,1151.0,47.0,-1796.88,-2017.19,-20070.31
0:1:3.33,756.348,992.9999,-9.0,-4460.94,-8737.5,12107.81
0:1:3.83,-72.021,1008.0,-86.0,-254.69,9892.191,-20228.12
0:1:4.31,713.135,896.0,-10.0,-11434.38,-18042.19,16417.19
0:1:4.80,-158.203,948.0,-63.0,-260.94,7984.38,-18578.12
0:1:5.28,636.2299,942.9999,-126.0,-8789.06,-11551.56,19418.75
0:1:5.86,232.666,1407.0,104.0,-1028.12,5184.38,-20885.94
0:1:6.35,644.531,1073.0,-108.0,-5087.5,-10173.44,14860.94
0:1:6.84,46.875,966.0,-65.0,-1120.31,506.25,-18556.25
0:1:7.32,639.16,901.0,-89.00001,-10625.0,-14518.75,19760.94
0:1:8.37,719.482,988.9999,-151.0,-3728.12,-15359.38,11731.25
0:1:8.86,35.4,861.0,-81.0,467.19,13671.88,-19460.94
0:1:9.34,697.998,833.0,-190.0,-4007.81,-9610.941,18018.75
0:1:9.93,171.143,1250.0,28.0,-1960.94,5737.5,-16632.81
0:1:10.97,282.715,1357.0,-33.0,-2446.88,706.25,-16437.5
0:1:11.50,563.965,1126.0,-181.0,-1167.19,-7229.69,12971.88
0:1:12.4,290.527,995.0,-90.0,-2484.38,4495.31,-9596.88
0:1:12.57,410.4,884.0,-202.0,351.56,-7634.38,14196.88
0:1:13.10,300.537,890.0,-195.0,-4217.19,6015.62,-12800.0
0:1:13.64,683.838,1127.0,-80.0,-1154.69,-11540.62,9581.25
0:1:14.7,13.672,954.0,-102.0,-2240.62,5779.69,-11104.69
0:1:14.63,593.994,1086.0,-210.0,2073.44,-6350.0,12968.75
0:1:15.16,267.334,1009.0,-148.0,-4781.25,3657.81,-13992.19
0:1:15.70,631.836,1187.0,-206.0,-2489.06,-9821.879,10657.81
0:1:16.22,307.861,1149.0,-197.0,-4435.94,6379.69,-12523.44
0:1:16.76,612.549,1279.0,-140.0,-1395.31,-14115.62,11504.69
0:1:17.18,118.408,1001.0,-107.0,-192.19,9253.119,-13048.44
0:1:17.72,482.178,1247.0,-235.0,995.31,-5726.56,17170.31
0:1:18.25,135.986,936.0,-132.0,-2601.56,8556.251,-14529.69
0:1:18.79,531.7379,1381.0,-131.0,-765.62,-8100.0,17421.88
0:1:19.32,124.512,888.9999,-89.00001,-2045.31,11273.44,-13071.88
0:1:19.85,651.123,1333.0,-204.0,167.19,-7884.38,15054.69
0:1:20.38,150.146,1051.0,-41.0,-3001.56,11065.62,-13909.38
0:1:20.92,626.465,1171.0,-251.0,520.31,-10726.56,15059.38
0:1:21.45,160.156,1092.0,-43.0,-5806.25,6553.12,-14929.69
0:1:21.98,591.309,1072.0,-195.0,410.94,-5934.38,11525.0
0:1:22.94,570.068,992.0,-238.0,-1276.56,-5187.5,21234.38
0:1:23.47,26.367,904.0,-90.0,-2404.69,12251.56,-20443.75
0:1:24.1,633.789,1192.0,-126.0,-4426.56,-7784.379,15368.75
0:1:24.54,160.889,1200.0,-11.0,-3181.25,11803.12,-17320.31
0:1:25.49,40.283,1023.0,-67.0,407.81,13029.69,-17498.44
0:1:26.3,545.898,996.0,-189.0,-404.69,-5628.12,16004.69
0:1:26.56,120.85,799.0,-156.0,-1993.75,9375.0,-14625.0
0:1:27.9,593.994,1085.0,-186.0,-2760.94,-8148.44,16540.62
0:1:27.62,103.027,1092.0,-73.0,-1792.19,12157.81,-15117.19
0:1:28.15,564.453,1184.0,-126.0,-1459.38,-7545.31,15709.38
0:1:28.69,202.393,1142.0,-47.0,-4162.5,3804.69,-13092.19
0:1:29.21,578.857,1365.0,-225.0,712.5,-4456.25,14260.94
0:1:29.75,205.322,1075.0,-68.0,-4907.81,3193.75,-11237.5
0:1:30.28,461.914,1058.0,-249.0,876.56,-4442.19,11796.88
0:1:30.82,334.473,1082.0,-230.0,-6317.19,-1184.38,-8434.38
0:1:31.35,458.984,1004.0,-281.0,-145.31,-9529.691,9481.25
0:1:31.78,289.307,980.9999,-162.0,-1578.12,4956.25,-12206.25
0:1:32.42,406.982,928.0,-203.0,-1918.75,-11996.88,10020.31
0:1:32.84,350.586,1315.0,-3.0,5445.31,12945.31,-5020.31
0:1:33.48,520.02,1107.0,-82.0,-2398.44,-8317.191,9740.62
0:1:33.92,292.236,1234.0,6.0,-650.0,5187.5,-10159.38
0:1:34.55,379.395,1344.0,-102.0,-271.88,-7917.19,10034.38
0:1:34.98,169.189,1044.0,-126.0,-2976.56,5434.38,-10754.69
0:1:35.51,521.484,940.0,-232.0,-1262.5,-7387.5,12634.38
0:1:36.46,562.9879,974.0,-250.0,-1723.44,-5204.69,16439.06
0:1:37.0,171.387,854.0,-126.0,-2089.06,6373.44,-12617.19
0:1:37.53,614.99,1254.0,-229.0,-1882.81,-7181.25,14079.69
0:1:38.6,213.379,1024.0,-104.0,-3495.31,6996.88,-13570.31
0:1:38.59,483.643,1149.0,-310.0,2464.06,-3898.44,15375.0
0:1:39.12,208.496,1000.0,-156.0,-5078.12,1326.56,-10503.12
0:1:39.66,531.25,1260.0,-74.0,-1743.75,-9909.38,14693.75
0:1:40.18,110.84,1319.0,-102.0,-8326.56,-2695.31,-9053.12
0:1:40.62,480.713,1343.0,-241.0,1267.19,-8648.44,17423.44
0:1:41.15,141.602,1075.0,-48.0,-6925.0,2454.69,-11707.81
0:1:41.68,522.705,1226.0,-111.0,1843.75,-8939.059,12281.25
0:1:42.11,163.818,949.0,-65.0,-2604.69,12637.5,-12285.94
0:1:42.65,603.027,1315.0,-161.0,1821.88,-7017.19,15784.38
0:1:43.17,213.379,930.9999,-157.0,-10245.31,1870.31,-14053.12
0:1:44.23,-29.053,1450.0,-166.0,-4229.69,4659.38,-13487.5
0:1:44.66,627.441,1129.0,-307.0,3851.56,-5151.56,15843.75
0:1:45.20,34.18,1158.0,-61.0,-4950.0,2456.25,-13692.19
0:1:45.74,543.4569,1017.0,-259.0,2225.0,-5609.38,10268.75
0:1:46.17,5.615,1153.0,-13.0,-4117.19,7307.81,-13790.62
0:1:46.70,640.137,1264.0,-285.0,3878.12,-3421.88,12503.12
0:1:47.23,154.785,930.0,-157.0,-8639.06,2150.0,-10525.0
0:1:48.18,48.34,1218.0,100.0,-4864.06,7359.38,-11225.0
0:1:48.72,643.311,1033.0,-246.0,6068.75,-3978.12,13429.69
0:1:49.25,222.656,1212.0,-133.0,-4996.88,6884.38,-15596.88
0:1:49.68,487.793,1336.0,-156.0,-2420.31,-8573.441,21489.06
0:1:50.21,39.307,1190.0,39.0,-3876.56,9043.75,-14928.12
0:1:50.75,528.32,1112.0,-236.0,5062.5,-4359.38,13407.81
0:1:51.28,246.826,1012.0,-148.0,-5028.12,-253.12,-12112.5
0:1:51.81,503.662,1092.0,-202.0,443.75,-6928.12,10293.75
0:1:52.76,596.191,1099.0,-211.0,-245.31,-6278.12,13951.56
0:1:53.29,220.703,892.9999,-122.0,-1829.69,4159.38,-12603.12
0:1:53.86,516.846,1057.0,-201.0,-60.94,-5829.69,12550.0
0:1:54.39,227.539,1007.0,-153.0,-332.81,3853.12,-11085.94
0:1:54.93,524.902,1132.0,-200.0,-1312.5,-3675.0,13457.81
0:1:55.45,199.463,1008.0,-117.0,-989.06,7262.5,-10039.06
0:1:55.99,537.354,1299.0,-274.0,3015.62,-4648.44,12470.31
0:1:56.53,202.881,1202.0,-156.0,-1982.81,3815.62,-10635.94
0:1:57.6,406.25,836.0,-295.0,1535.94,-3376.56,12701.56
0:1:57.60,176.758,1240.0,-187.0,-3600.0,3682.81,-13101.56
0:1:58.13,420.898,921.0,-287.0,1807.81,-4807.81,11165.62
0:1:58.67,263.428,1029.0,-184.0,-4495.31,468.75,-11451.56
0:1:59.19,418.701,959.0,-247.0,250.0,-7625.0,13378.12
0:1:59.73,124.756,1211.0,-157.0,-6035.94,246.88,-9489.059
0:2:0.24,467.285,978.0,-329.0,990.6199,-4834.38,11446.88
0:2:0.73,115.234,1070.0,-177.0,-2146.88,8601.56,-13165.62
0:2:1.31,483.154,990.0,-278.0,1312.5,-5000.0,8375.0
0:2:1.80,239.502,1126.0,-92.0,-2271.88,4714.06,-9350.0
0:2:2.37,468.506,991.0,-242.0,-1171.88,-7889.06,9340.62
0:2:2.86,176.27,1052.0,-114.0,-3046.88,1814.06,-9507.81
0:2:3.44,393.555,959.9999,-199.0,879.69,-5684.38,9200.0
0:2:3.94,205.322,1170.0,-95.0,-2689.06,5173.44,-10085.94
0:2:4.99,128.174,1149.0,-47.0,-2853.12,5746.88,-10915.62
0:2:5.49,427.734,1056.0,-195.0,3254.69,-3237.5,14731.25
0:2:6.54,483.887,1008.0,-210.0,1590.62,-7050.0,14307.81
0:2:7.61,458.74,978.0,-175.0,-1150.0,-5450.0,14321.88
0:2:8.18,174.072,1188.0,-52.0,-5251.56,-196.88,-11856.25
0:2:8.66,543.945,1258.0,-171.0,1693.75,-2278.12,12007.81
0:2:9.15,100.098,1000.0,-95.0,296.88,11171.88,-13282.81
0:2:10.22,170.41,1179.0,-41.0,-5954.69,2710.94,-12106.25
0:2:11.18,196.777,1048.0,-82.0,206.25,5887.5,-12237.5
0:2:11.82,536.621,1311.0,-104.0,3485.94,-5776.56,9304.69
0:2:12.24,96.68,1068.0,-62.0,-2017.19,9775.001,-12267.19
0:2:12.78,534.668,1340.0,-239.0,1929.69,-7982.81,14642.19
0:2:13.30,84.473,1042.0,-9.0,-4737.5,3990.62,-11353.12
0:2:13.83,625.977,1154.0,-263.0,6271.88,-2398.44,9398.44
0:2:14.36,184.814,1239.0,-75.0,-6818.75,4482.81,-14201.56
0:2:14.80,523.926,1098.0,-236.0,-2467.19,-9314.059,16906.25
0:2:15.32,24.902,1191.0,-1.0,-4517.19,4885.94,-13070.31
0:2:15.87,730.713,1136.0,-187.0,1612.5,-7353.12,10696.88
0:2:16.40,107.91,1279.0,15.0,-5014.06,4289.06,-14568.75
0:2:16.93,575.195,1289.0,-43.0,4762.5,-6612.5,13857.81
0:2:17.35,-30.518,940.0,-99.00001,-5043.75,3385.94,-13248.44
0:2:17.89,543.213,1262.0,-178.0,4998.44,-2559.38,14129.69
0:2:18.84,448.486,1021.0,-305.0,585.94,-5023.44,14531.25
0:2:19.37,104.004,912.0,-115.0,-3296.88,6310.94,-17050.0
0:2:19.91,573.9749,1233.0,-276.0,2598.44,-4129.69,11198.44
0:2:20.33,-29.785,1071.0,18.0,-2004.69,10900.0,-15625.0
0:2:20.87,329.59,1114.0,-220.0,1742.19,-2287.5,15506.25
0:2:21.40,201.66,1045.0,-38.0,-2668.75,5470.31,-12756.25
0:2:21.93,433.838,1408.0,-197.0,2573.44,-6129.69,16420.31
0:2:22.46,188.232,1271.0,72.0,-3403.12,5890.62,-10757.81
0:2:23.0,418.701,1030.0,-239.0,1825.0,-3165.62,11700.0
0:2:23.42,173.096,1056.0,-51.0,351.56,7840.62,-12465.62
0:2:23.96,603.027,1306.0,-228.0,1273.44,-2820.31,13909.38
0:2:24.49,131.348,1185.0,-89.00001,-2150.0,6628.12,-14001.56
0:2:25.4,423.584,1096.0,-209.0,851.56,-6665.62,15215.62
0:2:25.56,80.56601,1195.0,35.0,-3093.75,7210.94,-13421.88
0:2:26.10,456.543,1062.0,-154.0,-554.69,-5134.38,13600.0
0:2:26.53,153.076,919.0,-111.0,-1351.56,3100.0,-16303.12
0:2:28.21,488.281,1042.0,-171.0,1217.19,-4457.81,14009.38
0:2:28.65,30.273,888.0,-60.0,-915.6199,6167.19,-16762.5
0:2:29.70,70.068,924.0,-100.0,-346.88,9270.309,-15637.5
0:2:30.23,547.119,938.0,-226.0,-734.38,-5621.88,16856.25
0:2:30.76,99.365,891.0,-156.0,-945.31,11970.31,-16221.88
0:2:31.29,396.728,1131.0,-225.0,-296.88,-1473.44,18398.44
0:2:31.83,91.797,1122.0,-99.00001,-2759.38,4406.25,-15328.12
0:2:32.36,440.43,1365.0,-137.0,1718.75,-3001.56,16800.0
0:2:32.89,83.252,1080.0,10.0,-6046.88,2428.12,-14465.62
0:2:33.43,457.764,1291.0,-141.0,834.38,-2870.31,17071.88
0:2:33.97,148.193,1081.0,-57.0,-2782.81,6607.81,-14304.69
0:2:34.50,472.168,1223.0,-171.0,1743.75,-5643.75,15729.69
0:2:35.3,109.375,923.0,-127.0,-1520.31,6575.0,-12889.06
0:2:35.56,590.82,1066.0,-229.0,2403.12,-1520.31,13823.44
0:2:36.13,122.803,1259.0,-29.0,-2625.0,5543.75,-15543.75
0:2:36.67,498.047,991.0,-251.0,2560.94,-8245.31,15731.25
0:2:37.20,145.02,1179.0,-35.0,-3737.5,7448.44,-15560.94
0:2:37.74,666.992,1157.0,-277.0,2089.06,-9289.06,13821.88
0:2:38.27,145.752,1126.0,-68.0,-3637.5,3910.94,-14909.38
0:2:38.81,602.051,1223.0,-202.0,2267.19,-1845.31,16367.19
0:2:39.34,115.479,1030.0,-5.0,-4800.0,4659.38,-14231.25
0:2:39.88,519.043,1138.0,-240.0,6306.25,1346.88,16215.62
0:2:40.41,-26.855,1165.0,115.0,-5654.69,6196.88,-16537.5
0:2:40.94,537.598,1084.0,-219.0,4410.94,-2490.62,16456.25
0:2:41.47,98.877,1223.0,30.0,-4628.12,5473.44,-15712.5
0:2:42.53,262.451,1214.0,-34.0,-5965.62,6492.19,-15134.38
0:2:44.10,504.15,1095.0,-160.0,2395.31,-4717.19,11140.62
0:2:46.21,405.762,1210.0,-213.0,4529.69,-3920.31,14332.81
0:2:46.74,217.041,1228.0,30.0,-2843.75,5362.5,-13896.88
0:2:47.27,458.496,1086.0,-231.0,3126.56,-4506.25,15503.12
0:2:48.33,495.605,1077.0,-191.0,1503.12,-6175.0,15006.25
0:2:48.86,201.904,1165.0,0.0,-3720.31,2685.94,-16057.81
0:2:49.40,453.857,1226.0,-139.0,4578.12,-2590.62,11978.12
0:2:49.83,209.717,951.0,-63.0,-939.06,4226.56,-13793.75
0:2:50.46,505.127,1102.0,-216.0,3375.0,-4476.56,13904.69
0:2:50.90,62.744,1031.0,37.0,1385.94,9443.75,-11496.88
0:2:51.53,498.535,1056.0,-243.0,2285.94,-4346.88,12448.44
0:2:52.7,168.701,1149.0,-10.0,-3654.69,3243.75,-13284.38
0:2:52.59,380.127,912.0,-160.0,1671.88,-5964.06,16957.81
0:2:53.12,189.941,1139.0,-52.0,-5014.06,2926.56,-13835.94
0:2:53.66,507.812,1055.0,-109.0,325.0,-6359.38,12701.56
0:2:54.72,514.648,1149.0,-182.0,521.88,-2600.0,10617.19
0:2:55.25,188.232,1154.0,-42.0,-5700.0,2634.38,-14420.31
0:2:55.79,417.969,1055.0,-243.0,2496.88,-2578.12,12457.81
0:2:56.31,231.934,1149.0,-31.0,-5239.06,3837.5,-13795.31
0:2:56.85,459.473,1283.0,-180.0,379.69,-10012.5,15145.31
0:2:57.38,120.361,1156.0,-10.0,-6298.44,1614.06,-14503.12
0:2:57.92,513.916,1290.0,-197.0,843.75,-3754.69,12770.31
0:2:58.44,179.932,1026.0,-62.0,-2676.56,9090.62,-16096.88
0:2:58.98,477.051,1210.0,-183.0,842.19,-4014.06,14728.12
0:2:59.53,159.424,1140.0,80.0,-3212.5,8493.751,-14278.12
0:3:0.7,532.715,1356.0,-159.0,-62.5,-4337.5,11937.5
0:3:1.11,484.375,1283.0,-125.0,1200.0,-3339.06,13117.19
0:3:1.61,115.234,904.0,-1.0,-1676.56,6912.5,-11865.62
0:3:2.17,445.312,1277.0,-180.0,765.62,-5843.75,15192.19
0:3:3.23,478.272,1127.0,-250.0,2092.19,-3523.44,11400.0
0:3:3.82,155.029,1113.0,2.0,-4685.94,2678.12,-12740.62
0:3:4.40,392.578,937.0,-228.0,3007.81,-3403.12,12298.44
0:3:4.89,178.467,1112.0,-41.0,-1109.38,8996.88,-11562.5
0:3:5.46,524.414,1059.0,-306.0,967.19,-3121.88,11468.75
0:3:5.95,180.42,965.0,-29.0,-2823.44,7478.12,-11464.06
0:3:6.53,500.977,1145.0,-213.0,3162.5,-492.19,10540.62
0:3:7.2,136.963,917.9999,-21.0,-2706.25,7731.25,-11539.06
0:3:8.8,152.344,872.0,-65.0,-1898.44,7676.56,-12360.94
0:3:8.66,484.131,1187.0,-269.0,1735.94,-6643.75,8921.88
0:3:9.33,3.906,435.0,-971.9999,193.75,3371.88,-3131.25
0:3:9.73,-23.682,-13.0,-1211.0,-1048.44,1871.88,1059.38
0:3:10.23,-75.684,202.0,-1194.0,-71.88,1709.38,-2368.75
0:3:10.77,65.674,-27.0,-1145.0,628.12,1218.75,2595.31
0:3:11.52,1469.726,-44.0,325.0,-2984.38,-22115.62,15157.81
0:3:11.96,-423.096,1404.0,99.00001,12448.44,17285.94,-38550.0
0:3:12.27,1361.084,-133.0,-545.0,5840.62,25482.81,18850.0
0:3:12.70,-881.348,1287.0,-6.0,11071.88,7026.56,-41568.75
0:3:13.3,1355.469,-1028.0,-746.0,18498.44,11898.44,14279.69
0:3:13.45,-1294.434,1253.0,146.0,18767.19,-14460.94,-29934.38
0:3:13.78,922.119,-853.0,-572.0,18835.94,-14750.0,16035.94
0:3:14.20,-702.148,1050.0,89.00001,22675.0,-768.75,-22687.5
0:3:14.53,478.76,-1052.0,-345.0,6789.06,-21703.12,21332.81
0:3:14.86,-12.695,849.0,-188.0,-3887.5,-19587.5,-23428.12
0:3:15.27,-32.959,-1058.0,-238.0,-8014.06,-22543.75,16190.62
0:3:15.61,-768.799,1078.0,158.0,3806.25,-24120.31,-26075.0
0:3:15.93,665.772,-1348.0,-305.0,12010.94,-4328.12,13507.81
0:3:16.35,-686.768,913.0,3.0,22543.75,12518.75,-16742.19
0:3:16.68,412.354,-940.0,-522.0,1581.25,-21620.31,17821.88
0:3:17.42,-33.447,-1102.0,-186.0,-2182.81,-32506.25,21618.75
0:3:17.75,-903.809,1269.0,210.0,5657.81,-38279.69,-14159.38
0:3:18.10,209.473,-852.0,-372.0,2728.12,-14746.88,7526.56
0:3:18.53,-497.314,838.9999,-125.0,33085.94,22996.88,-16510.94
0:3:18.86,-0.732,-1156.0,-281.0,4184.38,-20865.62,16818.75
0:3:19.28,-40.283,892.0,-237.0,29714.06,23945.31,-21337.5
0:3:19.61,-283.447,-934.9999,70.0,-6065.62,-10581.25,15770.31
0:3:19.94,-1070.557,1079.0,155.0,10576.56,-29679.69,-14796.88
0:3:20.25,482.422,-1160.0,-480.0,12268.75,-16898.44,14303.12
