0:0:0.5,1.77,15.86,-5.61
0:0:0.24,4.17,60.23,12.67
0:0:0.34,19.78,-24.12,9.48
0:0:0.54,4.78,37.88,-12.98
0:0:0.84,-29.7,-23.5,21.14
0:0:2.9,32.97,199.42,-26.27
0:0:2.18,78.06,-118.52,102.66
0:0:2.67,31.59,-80.7,-29.22
0:0:2.97,4.45,-23.72,34.55
0:0:3.54,10.84,60.16,-44.3
0:0:4.98,-5.64,-153.69,156.16
0:0:5.46,-67.8,130.61,-93.17
0:0:5.95,-18.09,-151.23,163.86
0:0:6.42,-41.97,68.36,-107.33
0:0:6.91,-12.8,-213.8,190.94
0:0:7.39,-49.53,82.23001,-100.94
0:0:7.87,42.88,-4.41,205.45
0:0:8.36,-50.72,74.69,-106.27
0:0:8.84,-10.08,-50.0,185.36
0:0:9.36,-40.94,181.2,-123.48
0:0:9.85,-74.61,-147.67,160.89
0:0:10.35,-29.81,300.05,-80.80001
0:0:10.89,-58.19,-172.89,127.16
0:0:11.31,-55.81,86.64001,-105.19
0:0:11.73,-39.78,-198.06,16.31
0:0:11.85,-27.97,-193.53,-35.2
0:0:12.26,36.48,42.02,27.23
0:0:12.37,-52.38,-103.47,28.97
0:0:12.60,-26.55,-89.55001,-27.16
0:0:13.2,10.39,137.39,-15.67
0:0:13.34,-71.17,-110.58,24.61
0:0:13.55,-11.94,1.75,20.83
0:0:13.87,-13.33,27.64,-22.98
0:0:14.9,80.38,126.3,29.77
0:0:14.30,-10.7,-100.53,-31.61
0:0:14.41,-35.91,-125.47,72.84
0:0:14.52,111.75,-7.75,-54.72
0:0:15.47,-77.36,406.08,167.05
0:0:15.59,-22.8,-90.77,-87.95
0:0:15.70,-121.73,79.05,104.92
0:0:15.91,152.53,136.75,-107.11
0:0:16.12,-22.53,-43.44,-78.45
0:0:16.55,-85.0,-139.14,177.48
0:0:16.87,113.25,99.44,-81.19
0:0:16.98,-92.38,-162.89,24.8
0:0:17.10,39.02,59.91,-3.0
0:0:17.31,-38.8,-23.25,11.3
0:0:18.36,38.47,145.98,-89.44
0:0:18.79,3.38,19.61,-5.5
0:0:18.90,-14.16,-33.59,13.31
0:0:19.1,-0.58,62.08,-13.61
0:0:19.11,-7.73,12.17,10.12
0:0:19.23,-45.06,17.38,16.75
0:0:19.34,80.02,83.61,-12.52
0:0:19.98,42.78,-81.05,16.55
0:0:20.19,11.36,35.53,-22.31
0:0:20.61,28.11,9.72,10.77
0:0:20.83,9.58,19.33,-9.69
0:0:21.5,-13.2,-13.42,17.77
0:0:21.47,15.02,111.48,-32.11
0:0:21.58,-12.84,-70.34,21.67
0:0:21.79,75.22,85.97,-40.55
0:0:21.90,-65.28,-177.78,52.5
0:0:22.1,30.14,-5.62,-21.12
0:0:22.75,23.77,297.28,229.84
0:0:23.8,-4.12,86.45,-167.59
0:0:23.60,-12.45,4.88,68.33
0:0:24.23,45.3,-43.55,112.45
0:0:24.66,-10.11,166.16,-190.11
0:0:25.9,-78.31,-128.14,185.86
0:0:25.61,-47.55,107.73,-152.92
0:0:26.4,-41.55,-103.28,189.59
0:0:26.57,-43.53,161.59,-153.11
0:0:27.10,-49.09,-166.64,212.23
0:0:27.53,-28.75,173.27,-155.16
0:0:28.6,-35.62,-30.3,182.34
0:0:29.1,-33.16,-79.44,149.23
0:0:29.53,-19.58,143.55,-111.34
0:0:30.6,-14.5,-114.61,151.08
0:0:30.69,-36.5,137.22,-79.89
0:0:31.2,2.75,17.64,22.17
0:0:31.43,-2.2,23.3,-30.8
0:0:31.54,-14.89,20.02,-8.34
0:0:32.8,-23.56,-6.31,12.67
0:0:32.29,-27.62,111.09,-74.55
0:0:32.93,-68.48001,-180.0,94.34
0:0:33.45,-7.95,97.55,-145.56
0:0:33.99,-26.19,-62.33,189.78
0:0:34.52,-53.95,108.58,-124.67
0:0:35.47,-23.59,118.72,-148.97
0:0:36.0,-4.17,-131.27,163.3
0:0:36.95,26.27,-71.59,152.41
0:0:37.47,-35.16,122.67,-157.89
0:0:38.0,-16.55,-81.83001,128.69
0:0:38.42,-11.55,282.3,-162.12
0:0:38.96,8.44,-78.97,140.52
0:0:39.69,9.69,2.92,-19.56
0:0:40.1,-23.88,-16.67,18.67
0:0:40.33,8.34,8.41,-22.78
0:0:40.96,-16.36,9.39,22.84
0:0:41.39,12.59,53.34,-25.41
0:0:41.82,12.17,-5.62,11.72
0:0:42.87,12.38,36.16,3.58
0:0:42.98,-34.22,-20.91,22.0
0:0:43.19,-1.58,19.28,-34.33
0:0:43.93,-23.67,-72.47,146.67
0:0:44.35,5.12,109.75,-171.53
0:0:44.89,3.39,-71.41,120.53
0:0:45.29,1.56,48.83,-156.44
0:0:45.83,1.05,-62.75,122.5
0:0:46.36,-42.02,74.59,-119.16
0:0:46.88,31.67,-109.67,128.45
0:0:47.31,5.98,135.06,-121.17
0:0:47.84,6.52,-60.72,128.56
0:0:48.37,-44.58,115.22,-133.12
0:0:48.90,14.27,-120.02,113.69
0:0:49.32,-50.25,75.78,-134.89
0:0:49.53,114.66,-89.81,31.84
0:0:49.86,-11.14,5.8,-25.84
0:0:50.17,-8.14,149.8,48.73
0:0:50.28,47.05,-37.27,-47.81
0:0:50.71,20.06,-46.88,-38.27
0:0:50.93,-67.06,-118.69,-53.31
0:0:51.56,3.48,-15.27,11.09
0:0:51.77,-3.75,-119.05,47.59
0:0:51.99,-23.7,-7.53,-60.95
0:0:52.21,-14.05,-38.48,12.78
0:0:52.32,60.3,-23.23,-30.22
0:0:52.43,-16.77,200.36,5.7
0:0:52.54,13.62,-11.83,-5.09
0:0:52.65,-2.31,-24.77,-3.23
0:0:52.77,8.39,11.19,37.48
0:0:53.50,108.44,161.06,-41.28
0:0:53.82,-26.94,-20.17,78.16
0:0:54.24,58.02,85.73001,-124.02
0:0:54.77,-22.0,-70.22,124.62
0:0:55.31,-38.78,47.77,-136.97
0:0:55.84,-24.19,-116.94,207.8
0:0:56.47,-3.09,18.02,-67.42
0:0:56.73,-6.7,0.64,20.75
0:0:57.4,16.47,-50.0,-6.05
0:0:57.68,8.11,11.16,6.59
0:0:58.20,14.52,-26.94,-25.84
0:0:58.52,-37.03,81.17,20.2
0:0:58.64,5.39,-15.67,18.19
0:0:58.85,-19.52,-20.06,-26.45
0:0:59.7,31.98,25.02,23.14
0:1:0.30,14.86,-20.38,8.27
0:1:0.40,58.28,122.08,-85.53
0:1:0.98,54.38,110.8,193.59
0:1:1.17,78.23,5.67,-139.52
0:1:1.76,-39.03,-162.23,167.7
0:1:2.23,-49.92,171.61,-136.12
0:1:2.72,30.12,-91.53,169.69
0:1:3.20,-30.08,119.48,-129.86
0:1:3.78,38.61,-95.44001,90.45
0:1:4.26,-82.73001,122.52,-109.02
0:1:4.75,9.92,-119.89,139.45
0:1:5.22,-48.34,102.55,-124.42
0:1:6.27,-64.38,84.88,-105.0
0:1:6.76,22.45,-89.06,108.09
0:1:7.42,-19.88,43.95,-31.05
0:1:8.1,-15.66,-5.72,25.39
0:1:8.30,-10.12,-0.86,-9.28
0:1:9.26,-10.94,-9.38,-19.73
0:1:9.94,-6.45,14.09,16.98
0:1:10.34,-6.73,9.52,-28.55
0:1:10.46,4.31,3.23,5.27
0:1:10.57,3.86,25.44,-31.23
0:1:10.99,-8.12,6.86,23.72
0:1:11.53,-0.34,12.83,-13.53
0:1:12.7,-18.22,-6.02,14.92
0:1:12.48,-7.42,22.7,-19.3
0:1:12.91,19.81,-4.16,22.44
0:1:13.65,5.3,19.0,-29.41
0:1:13.86,2.47,-17.59,8.58
0:1:14.81,4.94,-13.78,17.0
0:1:16.80,-15.81,-17.39,-10.25
0:1:17.86,1.19,-1.33,-3.38
0:1:18.49,1.61,12.48,10.83
0:1:18.60,3.53,-11.77,13.05
