0:1:53.77,-137.45,-81.51999,191.53
0:1:54.29,193.53,-48.33,-281.02
0:1:54.62,-184.12,6.3,303.3
0:1:55.14,78.17,11.88,-208.52
0:1:55.57,-122.3,50.7,323.72
0:1:56.9,118.61,1.02,-251.2
0:1:56.51,-296.7,45.59,163.12
0:1:56.94,160.34,-16.3,-240.28
0:1:57.36,-9.03,-26.59,76.33
0:1:57.89,190.0,-114.5,-76.36
0:1:58.31,-4.14,37.34,77.53
0:1:58.74,-22.44,-4.94,-149.05
0:1:59.26,-160.78,49.58,210.03
0:1:59.69,148.41,33.52,-294.09
0:2:0.68,83.83,15.12,-157.67
0:2:1.35,-46.53,4.58,21.22
0:2:2.3,59.08,38.17,-140.55
0:2:2.60,-75.47,57.88,92.02
0:2:3.9,79.42,-59.45,-170.61
0:2:3.57,-256.89,237.81,110.14
0:2:4.91,-2.72,-90.02,-91.98001
0:2:5.39,-105.69,-0.27,158.25
0:2:5.78,131.42,28.02,-167.3
0:2:6.64,-26.95,17.28,61.77
0:2:7.31,22.2,109.55,-72.8
0:2:7.51,103.88,-26.47,-22.34
0:2:7.71,-139.95,270.94,-168.64
0:2:8.1,0.02,-156.3,508.91
0:2:8.10,1008.3,178.09,-427.44
0:2:8.49,-129.16,10.81,-17.95
0:2:8.78,119.84,-15.12,-57.94
0:2:8.89,-71.19,127.94,16.88
0:2:9.9,148.11,-140.41,-129.09
0:2:9.28,-293.08,-89.5,27.78
0:2:9.67,299.61,174.52,183.36
0:2:9.77,111.77,-41.23,-119.27
0:2:10.27,244.34,251.34,-285.38
0:2:10.38,194.95,401.8,252.89
0:2:10.49,-132.8,1.55,-552.22
0:2:10.92,122.44,221.61,-57.91
0:2:11.12,-117.86,-105.92,53.91
0:2:11.45,-309.81,-81.72,49.97
0:2:11.56,-46.11,-223.2,-148.48
0:2:11.67,118.0,230.11,-72.59
0:2:11.78,-212.03,355.5,128.84
0:2:12.10,-217.88,-147.89,103.02
0:2:12.42,237.64,-60.48,-43.03
0:2:12.53,-44.59,121.7,28.23
0:2:12.64,-67.14,-97.19001,-112.86
0:2:12.97,14.09,109.53,151.02
0:2:13.17,35.41,-112.83,-121.81
0:2:13.28,25.59,177.53,-10.14
0:2:13.61,-26.84,-32.12,-46.2
0:2:14.66,51.12,24.19,38.73
0:2:14.87,8.78,25.44,-8.14
0:2:14.99,-12.33,-12.61,-12.95
0:2:15.21,1.8,-8.41,-3.77
0:2:15.32,4.16,14.41,5.62
0:2:15.63,0.44,-2.45,-0.56
0:2:15.75,1.7,1.89,1.23
0:2:15.97,-0.78,-0.92,-1.7
0:2:16.8,1.03,-0.64,0.67
0:2:16.39,0.55,-0.23,1.47
0:2:16.51,1.02,-1.55,-1.84
0:2:17.55,-0.36,0.25,-0.44
0:2:17.66,-0.08,-0.05,0.12
0:2:17.78,0.08,0.0,-0.31
0:2:17.90,0.42,0.67,0.38
0:2:18.21,-0.8,-1.7,-0.75
0:2:18.64,-0.09,0.31,-0.39
0:2:18.75,0.2,-0.27,0.16
0:2:23.15,-0.61,-1.59,-0.58
0:2:23.89,0.55,-0.58,0.34
0:2:24.94,-0.64,1.27,-0.36
0:2:25.57,-1.33,-3.5,-0.41
0:2:25.79,0.2,-2.23,3.72
0:2:26.10,-2.16,-2.8,-3.95
0:2:26.21,1.16,2.7,1.03
0:2:26.43,5.05,-11.11,-0.59
0:2:26.54,4.14,4.62,0.58
0:2:27.27,0.02,1.56,1.02
0:2:28.54,-3.08,-5.77,-1.33
0:2:29.27,-20.52,-41.14,-11.45
0:2:29.38,22.53,7.03,11.27
0:2:29.61,-18.78,-61.81,-35.72
0:2:29.72,-18.28,37.02,18.25
0:2:29.83,93.25,33.31,-57.3
0:2:30.14,16.94,-5.7,-11.25
0:2:30.26,-6.64,19.2,10.97
0:2:30.58,-4.31,3.06,6.53
0:2:31.1,8.05,11.3,4.22
0:2:31.32,-28.03,-82.80001,-16.86
0:2:31.85,-1.86,56.17,18.66
0:2:31.96,-0.94,-13.89,-13.03
0:2:32.38,-33.25,-3.34,25.19
0:2:32.60,-2.03,-143.25,-93.59
0:2:33.2,89.73001,61.03,43.61
0:2:33.12,-27.45,-86.23,-35.25
0:2:34.60,-2.72,4.97,5.27
0:2:35.23,36.28,28.83,14.91
0:2:35.45,-37.31,-49.55,-10.95
0:2:35.66,28.2,52.23,24.05
0:2:36.9,-26.64,9.77,-40.52
0:2:36.30,9.58,-12.38,33.55
0:2:37.25,-0.17,4.22,1.98
0:2:38.20,-0.77,-0.84,-1.91
0:2:38.32,1.34,3.2,2.08
0:2:38.85,-2.08,0.67,2.06
0:2:39.7,-10.91,-32.55,-17.69
0:2:39.69,7.5,-24.7,22.05
0:2:39.92,-237.14,-88.17,-165.97
0:2:40.43,84.83001,69.7,45.11
0:2:40.55,-3.22,-60.02,-71.77
0:2:40.87,-91.84,-6.25,63.78
0:2:41.18,187.64,140.23,76.39
0:2:41.30,24.36,92.83999,-61.47
0:2:41.51,7.09,88.02,50.16
0:2:41.62,150.81,13.66,-60.97
0:2:42.15,89.62001,169.33,-45.17
0:2:42.26,73.2,-8.02,-57.7
0:2:42.37,7.03,-28.19,48.86
0:2:42.48,-53.62,133.64,28.52
0:2:42.59,87.19001,-64.14,-88.52
0:2:43.2,-54.28,-107.91,-138.86
0:2:43.12,169.45,18.28,69.8
0:2:43.23,50.69,76.94,-61.81
0:2:43.35,48.22,-104.91,34.48
0:2:43.46,-34.3,71.47,-28.66
0:2:43.68,-41.5,-76.88,80.48
0:2:44.9,-291.56,154.2,-184.73
0:2:44.31,123.42,137.7,5.78
0:2:44.42,43.66,-129.53,-76.27
0:2:44.74,-270.08,-47.03,58.44
0:2:44.85,-139.89,-135.25,-109.62
0:2:44.96,269.09,122.62,40.77
0:2:45.7,60.83,43.11,-63.16
0:2:45.17,74.81,67.42,57.84
0:2:45.29,-62.08,93.72001,13.14
0:2:45.65,-190.56,-55.91,25.42
0:2:45.97,-76.97,36.67,-111.48
0:2:46.18,80.06,57.69,41.92
0:2:46.29,-9.31,-58.17,-79.73001
0:2:46.51,-4.83,-166.59,19.53
0:2:47.4,36.75,3.42,-38.86
0:2:47.46,-24.56,-175.7,59.62
0:2:47.89,206.23,-115.02,-43.97
0:2:48.10,43.3,62.45,-4.31
0:2:48.21,126.61,-147.98,-79.06
0:2:48.42,-26.91,-175.47,72.33
0:2:48.53,-232.34,-68.27,38.22
0:2:48.86,134.12,-142.36,-46.8
0:2:48.97,54.39,13.88,49.38
0:2:49.8,-52.41,201.3,36.94
0:2:49.18,159.11,13.12,-84.42
0:2:49.40,-65.22,-103.52,38.67
0:2:49.62,6.97,-46.16,-155.89
0:2:49.94,1.17,15.44,61.92
0:2:50.36,-92.58,-109.84,33.44
0:2:50.58,97.66001,112.27,-158.28
0:2:50.69,-201.61,27.47,-79.91001
0:2:51.1,121.14,-50.73,-52.41
0:2:51.22,-46.48,-161.98,79.27
0:2:51.65,-269.25,85.98001,-108.5
0:2:51.87,110.75,241.08,13.75
0:2:51.98,73.98,-134.62,-33.0
0:2:52.29,-220.7,-70.61,44.98
0:2:52.51,224.97,23.58,37.33
0:2:52.62,78.27,-51.23,-52.66
0:2:53.14,-40.2,-156.55,52.98
0:2:53.67,59.33,-58.64,-46.84
0:2:53.79,117.53,-26.97,46.16
0:2:53.90,-62.34,109.56,-27.62
0:2:54.11,-17.72,-15.78,18.92
0:2:55.16,-35.45,-56.34,-72.2
0:2:55.48,25.42,66.41,70.69
0:2:55.60,16.81,6.31,-15.23
0:2:56.12,-2.42,13.05,10.03
0:2:56.44,-2.31,-2.42,3.08
0:2:56.77,2.8,-15.19,-14.48
0:2:57.18,3.67,-9.84,-7.02
0:2:57.29,-1.97,5.55,3.16
0:2:57.41,1.86,0.28,-1.89
0:2:57.52,0.16,2.41,1.8
0:2:58.15,4.77,-10.11,-6.55
0:2:58.68,-1.81,3.72,3.03
0:2:59.21,-1.48,-4.38,-2.16
0:2:59.52,-1.12,7.05,2.25
0:3:0.24,-0.3,0.53,-0.69
0:3:0.45,-0.91,1.59,0.95
0:3:0.55,0.0,0.77,0.7
0:3:1.12,0.02,-0.12,-0.52
0:3:1.32,0.27,-0.23,-0.12
0:3:1.71,-0.12,1.56,1.11
0:3:2.1,3.91,-1.02,-1.38
0:3:2.10,-0.62,0.08,1.53
0:3:2.78,0.48,0.12,0.86
0:3:3.7,1.12,-0.95,-1.08
0:3:3.36,-0.17,1.33,0.83
0:3:3.75,-0.06,-0.36,0.03
0:3:3.85,-0.62,0.84,0.31
0:3:4.52,0.14,-1.27,-0.69
0:3:4.62,0.86,1.09,0.34
0:3:5.48,0.28,-0.33,-0.5
0:3:6.7,0.19,5.61,2.97
0:3:6.55,-1.25,-1.36,1.09
0:3:6.65,0.9700001,-1.78,-1.61
0:3:6.75,-1.47,2.19,1.8
0:3:6.85,0.41,0.38,-0.55
0:3:7.24,-0.38,0.92,4.8
0:3:7.92,-0.17,-3.75,-3.11
0:3:8.39,0.19,3.84,2.78
0:3:8.88,-0.02,-2.36,-1.28
0:3:9.8,-0.23,0.73,0.34
0:3:9.37,0.22,-0.84,-0.25
0:3:9.57,-0.09,0.67,0.16
0:3:12.65,-0.34,0.12,0.12
0:3:12.76,0.09,0.02,0.27
0:3:12.88,0.41,0.38,-0.09
0:3:12.99,0.84,0.7,0.72
0:3:13.41,-0.91,2.36,1.73
0:3:13.74,1.11,-8.42,-3.73
0:3:14.6,-0.84,2.8,1.05
0:3:14.27,0.58,-2.86,-0.78
0:3:14.59,-1.45,4.2,1.97
0:3:14.70,1.94,-3.53,-5.7
0:3:15.2,-0.06,1.5,0.77
0:3:15.13,0.02,-0.94,-0.72
0:3:15.55,-0.41,0.59,1.3
0:3:16.9,-0.53,-0.52,-0.59
0:3:16.19,0.31,0.77,0.58
0:3:16.40,0.2,-0.61,-0.39
0:3:17.46,0.89,0.3,-0.48
0:3:18.0,0.55,-0.47,-0.38
0:3:18.51,0.0,-0.52,-0.91
0:3:19.88,-25.73,0.05,-41.62
0:3:20.32,22.84,76.78,53.08
0:3:21.36,-2.5,-41.91,57.36
0:3:21.47,-59.7,66.05,-40.73
0:3:21.91,-165.3,-95.52,77.98
0:3:22.22,-127.88,25.48,-63.48
0:3:22.54,-30.88,-42.47,-14.34
0:3:22.96,-215.05,-113.84,82.42
0:3:23.7,-204.86,-67.78,-159.48
0:3:23.18,187.06,188.11,87.06
0:3:23.50,-28.31,178.5,13.02
0:3:23.61,105.47,56.41,-45.38
0:3:23.83,-16.33,-154.27,48.78
0:3:23.95,-231.42,-78.92,46.83
0:3:24.26,10.92,63.81,-74.72
0:3:24.59,91.69001,-108.59,-60.34
0:3:25.21,-110.42,32.5,-101.2
0:3:25.54,-53.78,-135.58,-64.52
0:3:25.85,-207.88,-60.61,39.16
0:3:26.17,-59.61,-8.02,-72.97
0:3:26.49,137.28,-42.02,-39.58
0:3:26.71,-23.53,-169.42,39.02
0:3:26.82,-237.78,-89.45,54.8
0:3:27.4,286.86,73.92,52.11
0:3:27.14,-20.88,-57.67,-86.72
0:3:27.35,152.61,317.33,38.5
0:3:27.46,93.66,-67.19,-45.69
0:3:27.69,-20.78,-187.83,20.08
0:3:27.80,-164.16,-54.64,27.14
0:3:28.21,61.81,230.92,-23.83
0:3:28.43,-133.64,81.92,52.95
0:3:28.54,110.7,96.47,-14.61
0:3:28.65,-18.11,-65.8,20.06
0:3:28.77,-95.42,-55.16,26.84
0:3:29.19,0.61,203.89,-46.89
0:3:29.40,-368.41,-375.05,180.88
0:3:29.62,-27.67,-69.22,-51.75
0:3:30.5,18.95,38.16,77.06
0:3:30.25,-104.81,-435.72,-185.22
0:3:30.36,-123.36,298.92,23.2
0:3:30.59,131.25,-90.61,-25.19
0:3:30.90,-88.94,-188.97,102.2
0:3:31.22,258.22,63.19,-119.77
0:3:31.33,-241.0,206.52,-128.44
0:3:31.55,-65.27,-15.28,50.33
0:3:31.66,96.42,-30.02,-74.98001
0:3:31.87,-131.77,-170.2,52.78
0:3:31.99,-182.2,-104.11,27.3
0:3:32.14,-202.28,-105.94,-102.75
0:3:32.36,72.7,-57.38,-71.94
0:3:32.57,-66.03,255.03,30.62
0:3:32.69,122.38,73.97,-75.44
0:3:33.1,-226.64,-70.73,14.7
0:3:33.32,-122.47,275.47,-108.38
0:3:33.44,-30.31,107.19,30.47
0:3:33.65,70.98001,-52.91,-69.36
0:3:33.97,15.39,-114.95,24.09
0:3:34.18,-204.25,-61.16,-123.77
0:3:34.29,198.47,238.44,82.41
0:3:34.61,1.89,236.17,34.44
0:3:34.72,70.38,-92.48,-66.94
0:3:35.5,-174.28,-64.5,27.17
0:3:35.26,172.33,94.62001,-102.08
0:3:35.37,-245.34,103.14,-99.44
0:3:35.69,-90.42,60.52,63.39
0:3:35.80,86.11,130.75,-81.34
0:3:35.91,-117.47,-149.31,77.5
0:3:36.22,-104.34,-20.55,-80.23001
0:3:36.33,249.05,202.19,84.88
0:3:36.45,89.2,16.28,-60.92
0:3:36.67,-35.42,144.95,43.38
0:3:36.78,135.2,81.7,-55.53
0:3:37.10,-212.03,-65.58,34.11
0:3:37.42,-151.09,344.44,-64.39
0:3:38.37,173.94,266.98,30.45
0:3:38.48,54.22,63.53,-43.23
0:3:38.70,-25.88,259.28,58.44
0:3:38.81,99.16,-69.88,-66.77
0:3:39.12,-115.2,-95.11001,19.95
0:3:39.45,11.25,305.92,-63.08
0:3:39.97,-119.47,-143.78,74.58
0:3:40.29,-212.56,-171.69,-174.83
0:3:40.41,-32.17,45.89,58.44
0:3:40.72,-163.3,41.81,5.5
0:3:41.15,-147.25,-53.89,47.66
0:3:41.47,-252.55,23.53,-131.61
0:3:41.79,-129.0,80.45,57.94
0:3:41.90,144.39,43.0,-49.56
0:3:42.85,86.09,8.0,-18.03
0:3:43.7,-100.2,-118.84,73.25
0:3:43.38,11.39,-54.16,-146.55
0:3:43.81,-14.38,217.0,59.67
0:3:43.92,153.97,53.36,-50.7
0:3:44.23,-162.62,-97.98,52.48
0:3:44.56,-388.77,-19.88,-162.09
0:3:44.88,-3.92,184.41,26.62
0:3:45.19,-37.53,-150.66,48.48
0:3:45.41,-25.39,-49.08,-139.03
0:3:45.83,8.53,99.78,52.91
0:3:45.95,127.7,158.75,-42.0
0:3:46.26,-211.19,-94.89,56.55
0:3:46.58,81.73,282.77,-67.64
0:3:46.80,4.86,183.14,46.39
0:3:46.91,46.81,-50.98,-51.53
0:3:47.22,-89.98,-76.81,35.69
0:3:47.44,134.31,52.64,-101.41
0:3:47.55,-193.02,72.25,-100.39
0:3:48.19,11.83,-111.86,17.41
0:3:48.40,-120.09,13.67,-158.36
0:3:48.51,107.0,78.72,55.94
0:3:48.84,-57.61,127.84,22.5
0:3:49.15,27.53,-165.7,38.73
0:3:49.26,-192.77,-43.97,38.78
0:3:49.47,207.98,-37.31,-98.59
0:3:49.59,-366.73,149.66,-115.7
0:3:49.91,-41.23,4.14,53.16
0:3:50.2,93.33,75.75,-38.98
0:3:50.34,-163.03,-112.92,39.33
0:3:50.66,151.09,169.64,-34.53
0:3:50.88,11.34,202.42,46.73
0:3:50.99,-5.0,-31.97,-50.8
0:3:51.21,-35.89,-174.61,48.34
0:3:51.53,-152.97,51.77,-154.08
0:3:51.96,-44.3,181.47,37.41
0:3:52.7,140.36,31.66,-19.44
0:3:52.27,1.84,-153.92,35.42
0:3:52.60,65.69,19.03,-182.42
0:3:52.71,-104.62,26.61,-31.19
0:3:53.45,-191.69,-59.08,51.59
0:3:53.77,-253.36,58.75,-126.52
0:3:54.9,-160.36,52.11,18.2
0:3:54.19,99.69001,-11.78,-50.16
0:3:54.51,-166.69,-92.7,48.89
0:3:55.5,66.41,86.50001,12.84
